BGC_ID,QA_ID,USGS_Project_Name,Site,NWIS_site_no,Date,date_time,Sample end date,Sample end time (PST),End Timestamp (PST),lab,LCMS-MS Relinquished_Date,LCMS-MS column headers pending,Weight (g),toxin,result,method,class,resultNum,Year,Month,DOY,detect_tox,result_ngg
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,dMC-HtyR,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-WR,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,(Asp3)MC-LR,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,MC-LY/E,ND,LCMS,Microcystins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Total Anatoxin-a,ND,LCMS,Anatoxins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Total BMAA,ND,LCMS,BMAA,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Total Saxitoxin,ND,LCMS,Saxitoxins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Nodularin-R,ND,LCMS,Nodularin,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Cylindrospermopsin,ND,LCMS,Cylindrospermopsins,0,2020,Sep,9/3/1904,No,0
BGC003224,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,9/3/2020,2020-09-03T08:40:00Z,2020-09-23T00:00:00Z,1899-12-31T11:00:00Z,2020-09-23T11:00:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.033,Total Anabaenopeptins,ND,LCMS,Anabaenopeptins,0,2020,Sep,9/3/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-LF,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-LR,4.153931496,LCMS,Microcystins,4.153931496,2020,Sep,9/23/1904,Yes,1.096892394
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-LY,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-RR,0.01304769,LCMS,Microcystins,0.01304769,2020,Sep,9/23/1904,Yes,0.003445389
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,dMC-RR,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-LW,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,(Leu)MC-LR,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,dMC-HtyR,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
BGC003358,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,9/23/2020,2020-09-23T15:00:00Z,2020-10-05T00:00:00Z,1899-12-31T14:15:00Z,2020-10-05T14:15:00Z,Zimba,2020-12-02T00:00:00Z,NA,3.787,MC-WR,ND,LCMS,Microcystins,0,2020,Sep,9/23/1904,No,0
