station,sample_id,latitude_wgs84,longitude_wgs84,date,sav_incidence,species,species_incidence,rake_coverage_ordinal
A15,88,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_foliosus,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_nodosus,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Nitella_sp,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_pusillus,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Myriophyllum_spicatum,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Potamogeton_zosteriformis,0,0
A15,88,38.0276162,-121.6031675,2014-10-07,1,Heteranthera_dubia,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Egeria_densa,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_crispus,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Ceratophyllum_demersum,1,1
A17,122,38.0277373,-121.6076065,2014-10-07,1,Najas_guadalupensis,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Stuckenia_filiformis,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Stuckenia_pectinata,1,2
A17,122,38.0277373,-121.6076065,2014-10-07,1,Elodea_canadensis,1,2
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_richardsonii,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_foliosus,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_nodosus,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Nitella_sp,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_pusillus,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Myriophyllum_spicatum,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Potamogeton_zosteriformis,0,0
A17,122,38.0277373,-121.6076065,2014-10-07,1,Heteranthera_dubia,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Egeria_densa,1,2
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_crispus,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Ceratophyllum_demersum,1,3
A19,156,38.0295535,-121.6099791,2014-10-07,1,Najas_guadalupensis,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Stuckenia_filiformis,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Stuckenia_pectinata,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Elodea_canadensis,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_richardsonii,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_foliosus,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_nodosus,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Nitella_sp,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_pusillus,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Myriophyllum_spicatum,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Potamogeton_zosteriformis,0,0
A19,156,38.0295535,-121.6099791,2014-10-07,1,Heteranthera_dubia,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Egeria_densa,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_crispus,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Ceratophyllum_demersum,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Najas_guadalupensis,1,1
A21,177,38.0294929,-121.6055018,2014-10-07,1,Stuckenia_filiformis,1,1
A21,177,38.0294929,-121.6055018,2014-10-07,1,Stuckenia_pectinata,1,2
A21,177,38.0294929,-121.6055018,2014-10-07,1,Elodea_canadensis,1,1
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_richardsonii,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_foliosus,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_nodosus,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Nitella_sp,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_pusillus,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Myriophyllum_spicatum,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Potamogeton_zosteriformis,0,0
A21,177,38.0294929,-121.6055018,2014-10-07,1,Heteranthera_dubia,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Egeria_densa,1,3
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_crispus,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Ceratophyllum_demersum,1,3
A23,181,38.0293718,-121.600948,2014-10-07,1,Najas_guadalupensis,1,1
A23,181,38.0293718,-121.600948,2014-10-07,1,Stuckenia_filiformis,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Stuckenia_pectinata,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Elodea_canadensis,1,1
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_richardsonii,1,1
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_foliosus,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_nodosus,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Nitella_sp,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_pusillus,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Myriophyllum_spicatum,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Potamogeton_zosteriformis,0,0
A23,181,38.0293718,-121.600948,2014-10-07,1,Heteranthera_dubia,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Egeria_densa,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_crispus,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Ceratophyllum_demersum,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Najas_guadalupensis,1,1
A25,185,38.0294929,-121.5961645,2014-10-07,1,Stuckenia_filiformis,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Stuckenia_pectinata,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Elodea_canadensis,1,1
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_richardsonii,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_foliosus,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_nodosus,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Nitella_sp,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_pusillus,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Myriophyllum_spicatum,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Potamogeton_zosteriformis,0,0
A25,185,38.0294929,-121.5961645,2014-10-07,1,Heteranthera_dubia,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Egeria_densa,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_crispus,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Ceratophyllum_demersum,1,2
A27,189,38.0294324,-121.5918786,2014-10-07,1,Najas_guadalupensis,1,1
A27,189,38.0294324,-121.5918786,2014-10-07,1,Stuckenia_filiformis,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Stuckenia_pectinata,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Elodea_canadensis,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_richardsonii,1,4
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_foliosus,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_nodosus,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Nitella_sp,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_pusillus,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Myriophyllum_spicatum,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Potamogeton_zosteriformis,0,0
A27,189,38.0294324,-121.5918786,2014-10-07,1,Heteranthera_dubia,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Egeria_densa,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_crispus,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Ceratophyllum_demersum,1,4
A29,193,38.0311274,-121.5895825,2014-10-07,1,Najas_guadalupensis,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Stuckenia_filiformis,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Stuckenia_pectinata,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Elodea_canadensis,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_richardsonii,1,2
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_foliosus,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_nodosus,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Nitella_sp,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_pusillus,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Myriophyllum_spicatum,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Potamogeton_zosteriformis,0,0
A29,193,38.0311274,-121.5895825,2014-10-07,1,Heteranthera_dubia,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Egeria_densa,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_crispus,1,1
A31,200,38.0310669,-121.5940598,2014-10-07,1,Ceratophyllum_demersum,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Najas_guadalupensis,1,1
A31,200,38.0310669,-121.5940598,2014-10-07,1,Stuckenia_filiformis,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Stuckenia_pectinata,1,1
A31,200,38.0310669,-121.5940598,2014-10-07,1,Elodea_canadensis,1,1
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_richardsonii,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_foliosus,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_nodosus,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Nitella_sp,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_pusillus,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Myriophyllum_spicatum,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Potamogeton_zosteriformis,0,0
A31,200,38.0310669,-121.5940598,2014-10-07,1,Heteranthera_dubia,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Egeria_densa,1,4
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_crispus,1,1
A33,204,38.0311274,-121.5985754,2014-10-07,1,Ceratophyllum_demersum,1,1
A33,204,38.0311274,-121.5985754,2014-10-07,1,Najas_guadalupensis,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Stuckenia_filiformis,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Stuckenia_pectinata,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Elodea_canadensis,1,1
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_richardsonii,1,2
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_foliosus,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_nodosus,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Nitella_sp,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_pusillus,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Myriophyllum_spicatum,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Potamogeton_zosteriformis,0,0
A33,204,38.0311274,-121.5985754,2014-10-07,1,Heteranthera_dubia,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Egeria_densa,1,2
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_crispus,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Ceratophyllum_demersum,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Najas_guadalupensis,1,1
A35,208,38.0312485,-121.6030527,2014-10-07,1,Stuckenia_filiformis,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Stuckenia_pectinata,1,1
A35,208,38.0312485,-121.6030527,2014-10-07,1,Elodea_canadensis,1,2
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_richardsonii,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_foliosus,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_nodosus,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Nitella_sp,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_pusillus,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Myriophyllum_spicatum,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Potamogeton_zosteriformis,0,0
A35,208,38.0312485,-121.6030527,2014-10-07,1,Heteranthera_dubia,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Egeria_densa,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_crispus,1,1
A37,212,38.0313393,-121.6077213,2014-10-07,1,Ceratophyllum_demersum,1,1
A37,212,38.0313393,-121.6077213,2014-10-07,1,Najas_guadalupensis,1,1
A37,212,38.0313393,-121.6077213,2014-10-07,1,Stuckenia_filiformis,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Stuckenia_pectinata,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Elodea_canadensis,1,2
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_richardsonii,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_foliosus,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_nodosus,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Nitella_sp,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_pusillus,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Myriophyllum_spicatum,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Potamogeton_zosteriformis,0,0
A37,212,38.0313393,-121.6077213,2014-10-07,1,Heteranthera_dubia,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Egeria_densa,1,2
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_crispus,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Ceratophyllum_demersum,1,2
A39,216,38.0313999,-121.6120455,2014-10-07,1,Najas_guadalupensis,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Stuckenia_filiformis,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Stuckenia_pectinata,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Elodea_canadensis,1,2
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_richardsonii,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_foliosus,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_nodosus,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Nitella_sp,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_pusillus,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Myriophyllum_spicatum,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Potamogeton_zosteriformis,0,0
A39,216,38.0313999,-121.6120455,2014-10-07,1,Heteranthera_dubia,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Egeria_densa,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_crispus,1,1
A41,221,38.0330646,-121.6144564,2014-10-07,1,Ceratophyllum_demersum,1,1
A41,221,38.0330646,-121.6144564,2014-10-07,1,Najas_guadalupensis,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Stuckenia_filiformis,1,1
A41,221,38.0330646,-121.6144564,2014-10-07,1,Stuckenia_pectinata,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Elodea_canadensis,1,3
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_richardsonii,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_foliosus,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_nodosus,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Nitella_sp,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_pusillus,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Myriophyllum_spicatum,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Potamogeton_zosteriformis,0,0
A41,221,38.0330646,-121.6144564,2014-10-07,1,Heteranthera_dubia,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Egeria_densa,1,3
A43,225,38.0332159,-121.6099408,2014-10-07,1,Potamogeton_crispus,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Ceratophyllum_demersum,1,3
A43,225,38.0332159,-121.6099408,2014-10-07,1,Najas_guadalupensis,1,2
A43,225,38.0332159,-121.6099408,2014-10-07,1,Stuckenia_filiformis,1,1
A43,225,38.0332159,-121.6099408,2014-10-07,1,Stuckenia_pectinata,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Elodea_canadensis,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Potamogeton_richardsonii,1,1
A43,225,38.0332159,-121.6099408,2014-10-07,1,Potamogeton_foliosus,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Potamogeton_nodosus,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Nitella_sp,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Potamogeton_pusillus,0,0
A43,225,38.0332159,-121.6099408,2014-10-07,1,Myriophyllum_spicatum,0,0
